,Action,Adventure,Animation,Comedy,Crime,Drama,Family,History,Horror,Fantasy_Mystery,Romance,Science Fiction,Thriller,Other,ID
5322,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11488
5323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15105
5324,0,0,0,1,0,1,0,0,0,1,0,0,0,0,29264
5325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19961
5326,1,1,0,1,1,1,0,0,0,0,1,0,0,0,22733
5327,0,0,0,1,0,0,0,0,0,0,1,0,0,1,18645
5328,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25214
5329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14671
5330,1,1,0,0,1,1,0,0,0,0,0,0,0,0,29672
5331,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18635
5332,1,1,1,0,0,0,1,0,0,0,0,1,0,0,16237
5333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10560
5334,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14352
5335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26766
5336,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23471
5337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11838
5338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25297
5339,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14485
5340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23608
5341,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26193
5342,1,0,0,0,0,1,0,0,0,0,0,0,0,1,15497
5343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21614
5344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28314
5345,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25834
5346,1,1,0,0,0,1,0,1,0,0,0,0,0,1,29710
5347,0,0,0,0,0,0,0,0,0,1,0,1,1,0,16356
5348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12552
5349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24837
5350,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10115
5351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25485
5352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22887
5353,0,0,0,1,0,0,0,0,0,0,1,0,0,0,29527
5354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19659
5355,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20029
5356,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10747
5357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27606
5358,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10317
5359,1,1,1,0,0,1,0,0,0,1,1,1,0,0,14945
5360,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14851
5361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27169
5362,1,0,0,1,0,0,0,0,0,0,0,0,0,0,29861
5363,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11310
5364,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19279
5365,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10838
5366,1,1,0,1,0,0,0,0,0,0,0,0,1,0,10723
5367,0,0,0,0,0,1,0,0,0,1,0,0,1,0,18030
5368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16599
5369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12156
5370,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25983
5371,0,1,0,1,0,0,1,0,0,1,0,1,0,0,20856
5372,0,0,0,1,0,1,0,0,0,1,0,0,0,0,23210
5373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18371
5374,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25005
5375,0,1,1,1,0,0,1,0,0,0,0,0,0,0,10501
5376,0,0,0,0,0,1,0,0,0,0,1,0,0,1,27052
5377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14527
5378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26472
5379,1,0,0,1,0,0,0,0,1,1,0,0,0,0,15724
5380,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27984
5381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18489
5382,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12634
5383,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25405
5384,1,0,0,0,0,0,0,0,0,1,0,0,1,0,29812
5385,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21398
5386,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19026
5387,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14837
5388,0,0,0,1,0,1,1,0,0,0,1,0,0,0,11317
5389,0,0,0,0,1,1,0,0,0,1,0,0,1,0,14880
5390,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19006
5391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28794
5392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11946
5393,0,1,0,1,0,0,0,0,0,0,0,1,0,0,19673
5394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12481
5395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14116
5396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14605
5397,0,0,1,1,0,0,0,0,0,0,1,0,0,0,17234
5398,1,0,0,0,0,1,0,1,0,0,0,0,0,0,27261
5399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22034
5400,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25870
5401,1,0,0,0,1,1,0,0,0,1,1,0,1,0,22841
5402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17925
5403,1,0,0,0,1,0,0,0,0,0,0,0,1,0,21294
5404,0,0,0,0,1,1,0,0,0,1,0,0,1,0,22578
5405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16034
5406,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13966
5407,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16179
5408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17350
5409,1,1,0,1,0,0,0,0,0,0,0,0,0,0,17169
5410,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27836
5411,1,0,0,0,1,0,0,0,0,0,0,0,1,0,21610
5412,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21386
5413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27094
5414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24979
5415,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16146
5416,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10545
5417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29075
5418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13958
5419,0,0,0,1,0,1,0,0,0,0,1,0,0,0,24986
5420,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25705
5421,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20511
5422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17919
5423,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28569
5424,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28031
5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24502
5426,1,0,0,0,1,0,0,0,0,1,0,0,1,0,28019
5427,0,0,1,0,0,0,1,0,0,0,0,0,1,0,20558
5428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18072
5429,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10312
5430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14059
5431,0,1,0,0,0,0,0,0,1,1,0,0,0,0,18870
5432,1,0,0,0,1,1,0,0,0,0,0,0,1,0,13939
5433,1,1,0,0,0,0,0,0,0,1,0,0,0,0,24614
5434,0,0,0,1,1,1,0,0,0,0,0,0,0,0,21256
5435,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25147
5436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16769
5437,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18556
5438,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12618
5439,0,0,1,1,0,0,1,0,0,0,0,0,0,0,16390
5440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23760
5441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25895
5442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14042
5443,0,0,0,1,0,0,0,0,1,0,0,1,0,0,26230
5444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24747
5445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28834
5446,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12502
5447,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20640
5448,0,0,0,0,0,1,0,0,1,1,0,0,1,0,10988
5449,0,1,0,0,0,1,0,0,0,1,0,0,0,0,16999
5450,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14451
5451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24226
5452,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11115
5453,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27643
5454,0,1,1,0,0,0,1,0,0,1,0,1,0,0,26672
5455,0,0,0,0,0,1,0,0,1,1,0,0,1,0,20357
5456,0,0,0,0,0,1,0,0,1,0,0,1,1,0,11058
5457,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10886
5458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24553
5459,0,0,0,1,0,0,0,0,0,0,1,0,0,0,29577
5460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19011
5461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12228
5462,1,1,0,1,1,0,0,0,0,0,0,0,1,0,10975
5463,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26927
5464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18892
5465,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16402
5466,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10573
5467,0,0,0,1,0,0,1,0,0,1,0,0,0,1,26189
5468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28832
5469,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11001
5470,1,0,0,0,1,1,0,0,0,1,0,0,1,0,28415
5471,0,1,1,0,0,0,1,0,0,0,0,0,0,0,10010
5472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17003
5473,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13320
5474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25234
5475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27100
5476,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25911
5477,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29345
5478,0,0,0,1,0,1,1,0,0,0,0,0,0,0,25445
5479,0,0,0,0,0,1,0,0,0,1,0,0,1,0,29589
5480,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22257
5481,0,0,0,1,0,0,0,0,0,1,1,0,0,0,18209
5482,0,0,0,0,0,1,1,0,0,1,0,0,0,0,29941
5483,0,0,0,1,0,0,1,0,0,1,0,0,0,0,25198
5484,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13949
5485,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19715
5486,0,1,1,1,0,0,1,0,0,1,0,0,0,0,11688
5487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10828
5488,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19448
5489,0,0,0,0,0,1,0,0,0,0,0,1,1,0,14154
5490,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11950
5491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17712
5492,0,0,0,1,0,0,0,0,0,1,1,0,0,0,15595
5493,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23488
5494,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29546
5495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18495
5496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26132
5497,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29048
5498,1,0,1,0,0,0,1,0,0,0,0,1,0,0,16577
5499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10717
5500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16983
5501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21004
5502,0,0,0,0,1,1,0,0,0,0,0,0,1,0,28712
5503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25105
5504,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13390
5505,1,0,0,1,1,0,0,0,0,0,1,0,0,0,11205
5506,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14709
5507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24168
5508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28815
5509,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16151
5510,0,0,0,0,1,1,0,0,0,0,0,0,1,0,14765
5511,1,0,0,1,0,1,0,0,0,0,0,0,0,0,19143
5512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14725
5513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27569
5514,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18923
5515,0,0,0,1,1,0,1,0,0,0,0,0,0,0,12592
5516,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19114
5517,1,1,0,0,0,0,0,0,1,1,0,0,0,0,12685
5518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23039
5519,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15255
5520,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27260
5521,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16347
5522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18436
5523,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15900
5524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18509
5525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28752
5526,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18143
5527,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21279
5528,0,0,0,1,0,1,0,0,0,0,1,0,0,0,27820
5529,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17303
5530,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25524
5531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21814
5532,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12679
5533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12457
5534,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15049
5535,1,0,0,0,1,1,0,0,0,0,0,0,1,0,25956
5536,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20980
5537,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15838
5538,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16535
5539,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19017
5540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29418
5541,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24040
5542,1,1,0,1,0,0,0,0,0,0,0,1,0,0,14301
5543,1,0,0,0,1,0,0,0,0,0,0,0,0,1,23729
5544,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24140
5545,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24033
5546,0,0,0,0,1,1,0,0,0,0,0,0,1,0,25548
5547,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13189
5548,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24772
5549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11598
5550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16213
5551,1,1,0,0,0,1,0,0,0,0,0,0,0,0,14074
5552,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28503
5553,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14328
5554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18940
5555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26356
5556,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25502
5557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15697
5558,1,0,0,0,0,1,0,1,0,0,0,0,1,0,21253
5559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24672
5560,0,0,0,1,0,0,0,0,0,1,1,0,0,0,10831
5561,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14389
5562,0,0,0,1,0,1,0,0,1,0,0,0,0,0,27607
5563,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11462
5564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11690
5565,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15450
5566,0,0,0,1,0,1,0,0,0,0,1,0,0,1,11145
5567,0,0,0,1,0,1,1,0,0,0,0,0,0,0,17880
5568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19048
5569,1,0,0,0,1,1,0,0,0,0,0,0,1,0,19457
5570,0,0,0,1,0,0,0,0,0,0,1,1,0,0,28423
5571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10841
5572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23104
5573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13976
5574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10419
5575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15563
5576,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17921
5577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11578
5578,1,0,0,0,0,1,0,0,0,0,0,0,0,1,28323
5579,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11612
5580,1,0,0,0,0,1,0,1,0,0,0,0,0,0,16854
5581,0,0,0,1,0,0,1,0,0,0,1,0,0,0,17709
5582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18812
5583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28780
5584,0,0,0,0,1,1,0,0,0,0,0,0,1,0,28891
5585,0,0,0,1,0,1,0,0,0,0,1,0,0,0,12404
5586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22692
5587,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28107
5588,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11351
5589,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11822
5590,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17813
5591,0,0,1,0,0,1,0,0,0,0,0,1,0,0,24950
5592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25936
5593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17210
5594,1,0,0,0,0,0,0,0,0,0,0,1,0,0,27010
5595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24084
5596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15290
5597,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15102
5598,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10364
5599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28603
5600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29641
5601,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22386
5602,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27990
5603,1,0,0,0,0,0,0,0,1,0,0,1,0,0,13025
5604,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19840
5605,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25520
5606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15514
5607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11421
5608,0,1,0,1,0,0,0,0,0,0,1,0,0,0,20879
5609,0,0,0,0,0,1,0,0,0,0,0,0,1,1,28006
5610,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28040
5611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16593
5612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12309
5613,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23604
5614,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28522
5615,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13521
5616,1,0,0,1,0,0,0,0,0,1,0,1,0,0,16191
5617,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15730
5618,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13536
5619,0,1,1,1,0,0,1,0,0,0,0,0,0,0,13690
5620,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27357
5621,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18091
5622,1,0,0,0,0,1,0,0,1,0,0,0,1,0,16200
5623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24220
5624,0,1,1,1,0,0,1,0,0,0,0,0,0,0,13053
5625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13369
5626,0,0,0,0,1,0,0,0,1,0,0,0,1,0,13546
5627,0,0,0,0,1,0,0,0,1,1,0,0,1,0,29547
5628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13374
5629,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19597
5630,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13988
5631,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14024
5632,0,0,0,1,0,0,0,0,1,1,0,0,0,0,20472
5633,1,1,0,0,0,0,0,0,0,0,0,1,1,0,16102
5634,0,0,0,0,0,1,1,0,0,1,0,1,0,0,24086
5635,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26867
5636,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25032
5637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24999
5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23393
5639,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20651
5640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28705
5641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15072
5642,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16044
5643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14896
5644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28894
5645,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10989
5646,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13007
5647,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10350
5648,0,1,0,1,0,0,0,0,0,0,1,0,0,0,13523
5649,1,1,1,0,0,1,0,0,0,0,0,0,0,0,23305
5650,1,0,0,0,0,1,0,0,0,0,0,0,1,0,19368
5651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27440
5652,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12655
5653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21562
5654,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11379
5655,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21792
5656,0,0,0,0,1,1,0,0,1,0,0,0,1,0,28727
5657,0,0,0,0,0,1,0,0,1,0,0,1,1,0,17100
5658,0,0,0,0,1,1,0,0,0,0,0,1,0,0,25922
5659,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22637
5660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11307
5661,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11936
5662,1,1,0,0,1,0,0,0,0,0,0,0,0,0,16276
5663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13924
5664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22477
5665,1,0,0,1,0,0,0,0,1,0,0,0,0,0,16205
5666,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11963
5667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17364
5668,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24944
5669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11683
5670,1,0,0,1,0,1,0,0,0,0,0,0,0,0,25505
5671,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10197
5672,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11426
5673,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28559
5674,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26347
5675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19520
5676,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10168
5677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22033
5678,0,0,0,1,0,1,0,0,0,0,0,0,0,0,26645
5679,0,1,1,0,0,0,1,0,0,0,0,0,0,0,10199
5680,0,0,0,1,1,0,0,0,0,1,0,0,0,0,19065
5681,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20777
5682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13070
5683,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27662
5684,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24331
5685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17810
5686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26782
5687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28753
5688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18755
5689,1,0,0,0,0,0,0,0,1,0,0,1,1,0,27150
5690,0,1,1,1,0,0,1,0,0,0,0,0,0,0,21385
5691,0,0,0,1,1,0,1,0,0,0,0,0,0,0,15539
5692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16821
5693,0,1,1,0,0,1,1,0,0,1,0,0,0,0,25741
5694,0,0,0,1,0,0,0,0,0,1,1,1,0,0,15142
5695,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28509
5696,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15816
5697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10246
5698,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22390
5699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19178
5700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26914
5701,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13704
5702,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16124
5703,1,1,0,0,0,0,0,0,0,0,0,1,1,0,19154
5704,0,1,1,0,0,0,1,0,0,1,0,0,0,0,22611
5705,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19669
5706,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10414
5707,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15734
5708,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13559
5709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12240
5710,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13185
5711,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29792
5712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10556
5713,1,0,0,0,1,1,0,0,0,0,0,0,1,0,12647
5714,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13611
5715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28094
5716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13911
5717,1,0,0,1,0,0,0,0,1,0,0,1,0,0,15239
5718,0,0,0,1,0,0,0,0,1,1,0,0,0,0,20701
5719,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12677
5720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24704
5721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27001
5722,1,0,0,0,0,0,0,0,1,0,0,1,1,0,14192
5723,1,1,0,0,1,1,0,0,0,0,0,0,1,0,13389
5724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26895
5725,1,1,0,0,0,0,0,0,0,0,0,1,0,0,22059
5726,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19345
5727,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23098
5728,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16167
5729,1,0,0,0,0,1,0,1,0,0,0,0,0,0,24971
5730,0,1,0,1,0,0,1,0,0,0,0,0,0,0,13767
